id|date|title|link|pdf_link|pdf_filename|pdf_downloaded|created_at|source_commit
f9ec7505581f516120a8264821baf9e8a63f382a|Dec 08, 2025|Clarification on the Digital Accessibility circulars of SEBI|https://www.sebi.gov.in/legal/circulars/dec-2025/clarification-on-the-digital-accessibility-circulars-of-sebi_98238.html|https://www.sebi.gov.in/web/?file=https://www.sebi.gov.in/sebi_data/attachdocs/dec-2025/1765194149704.pdf|Clarification on the Digital Accessibility circulars of SEBI.pdf|no|2025-12-09T13:36:02Z|
